Rijeci,Leme
kasnije,kasno
brzo,brzo
svijeta,svijet
je,biti
zajednici,zajednica
izborili,izboriti
auto,auto
16,16
leave,leave
istraživanje,istraživanje
no,no
kako,kako
iz,iz
sunca,sunce
osobnom,osoban
korisnikova,korisnikov
ima,imati
vidi,vidjeti
iz,iz
na,na
tajne,tajna
sa,sa
razini,razina
satiru,satira
s,sa
čudi,čuditi
na,na
sve,sve
su,biti
unutar,unutar
ep,ep
javnih,javan
narudžbe,narudžba
kako,kako
migrena,migrena
qualcomm,qualcomm
moguće,moguć
podosta,podosta
svih,sav
te,te
što,što
pokušavaju,pokušavati
draga,drag
proročkog,proročki
u,u
u,u
za,za
se,sebe
mjesto,mjesto
zavjesu,zavjesa
i,i
kad,kad
igra,igrati
od,od
što,što
djevojčice,djevojčica
s,sa
bili,biti
a,a
dotičnu,dotičan
u,u
dubrovačkog,dubrovački
i,i
u,u
na,na
vrstu,vrsta
da,da
pa,pa
našeg,naš
plus,plus
ovisi,ovisiti
sam,biti
brahmsa,brahms
ljutnju,ljutnja
se,sebe
gdje,gdje
u,u
prihvatiti,prihvatiti
iz,iz
silu,sila
koja,koji
hvala,hvala
imao,imati
i,i
standarda,standard
javite,javiti
i,i
planovi,plan
tražiti,tražiti
to,taj
jer,jer
zph,zph
bismo,biti
kosa,kosa
u,u
donosi,donositi
mreže,mreža
u,u
ojačati,ojačati
mir,mir
narav,narav
bi,biti
je,biti
ostale,ostali
prijelazna,prijelazan
pitao,pitati
s,sa
obećavam,obećavati
pokrajinom,pokrajina
sa,sa
izlete,izlet
utakmici,utakmica
dosadne,dosadan
politički,politički
djece,dijete
prema,prema
počeo,početi
je,biti
o,o
negdje,negdje
novina,novine
kako,kako
su,biti
sjednicama,sjednica
intervjui,intervju
našu,naš
u,u
uporabu,uporaba
dobra,dobar
najavljivao,najavljivati
dok,dok
je,biti
studenog,studeni
sankcionirati,sankcionirati
nisu,biti
pred,pred
zakupa,zakup
su,biti
sačuvati,sačuvati
a,a
ukazao,ukazati
nego,nego
i,i
roli,rola
i,i
vidio,vidjeti
ili,ili
glavna,glavni
operativnim,operativan
njegove,njegov
bila,biti
je,biti
dana,dan
sendviča,sendvič
windows,windows
s,sa
preuzela,preuzeti
vodenkonji,vodenkonj
poslovne,poslovan
neće,htjeti
te,te
uvjeren,uvjeren
to,taj
tržišno,tržišno
piše,pisati
makedonskih,makedonski
profitom,profit
svog,svoj
i,i
si,sebe
napredniji,napredan
posjet,posjet
ali,ali
be,be
ja,ja
dječjih,dječji
još,još
povjerenik,povjerenik
ženama,žena
na,na
ana,ana
ne,ne
sustava,sustav
protiv,protiv
zaštitila,zaštititi
i,i
pristupu,pristup
donijelo,donijeti
učenicima,učenik
neodoljivo,neodoljivo
dvd,dvd
u,u
u,u
diljem,diljem
moj,moj
obilježili,obilježiti
i,i
kandidatima,kandidat
milijuna,milijun
se,sebe
koje,koji
od,od
anđeo,anđeo
je,biti
u,u
dobavljača,dobavljač
u,u
čudovištima,čudovište
se,sebe
i,i
to,taj
se,sebe
nije,biti
također,također
no,no
novom,nov
dana,dati
mmf,mmf
i,i
10ak,10ak
bol,bol
će,htjeti
pokušaj,pokušaj
ono,onaj
da,da
teže,teško
i,i
dojam,dojam
nokia,nokia
dionica,dionica
znači,značiti
turizmu,turizam
li,li
meso,meso
zapada,zapad
na,na
koža,koža
politiku,politika
zainteresiran,zainteresiran
možda,možda
financijsko,financijski
nisu,biti
nećemo,htjeti
naglasiti,naglasiti
bepanthen,bepanthen
kada,kada
ne,ne
starinske,starinski
bio,biti
nazivu,naziv
u,u
press,press
posto,posto
se,sebe
visokom,visok
diobom,dioba
i,i
od,od
nismo,biti
stvarno,stvarno
je,biti
država,država
posljedice,posljedica
prirodnog,prirodan
tražilo,tražiti
me,me
vrijeme,vrijeme
of,of
programa,program
dobila,dobiti
šumskih,šumski
nesavršene,nesavršen
mnoge,mnogi
mozarta,mozart
osuđivan,osuđivati
strategu,strateg
filmska,filmski
glavni,glavni
da,da
te,ti
ste,biti
prejako,prejak
što,što
oberecker,oberecker
i,i
gospođa,gospođa
žene,žena
si,biti
i,i
bivših,bivši
za,za
tkanine,tkanina
ga,on
projekta,projekt
shvaćati,shvaćati
ikakve,ikakav
podrška,podrška
20,20
kad,kad
najvredniji,vrijedan
na,na
biti,biti
da,da
zaboravljam,zaboravljati
je,biti
kako,kako
o,o
osjećamo,osjećati
cmf,cmf
je,biti
od,od
i,i
potrebno,potreban
članovi,član
predsjedništvo,predsjedništvo
željom,želja
probajte,probati
glavi,glava
dublja,dubok
ime,ime
tri,tri
vrijednosti,vrijednost
stigla,stići
bez,bez
ffu,ff
gore,gora
onda,onda
ljeti,ljeti
već,već
bog,bog
osjećam,osjećati
je,biti
razine,razina
do,do
niti,niti
održana,održati
iznos,iznos
isključeni,isključiti
govor,govor
splićani,splićanin
beneficirani,beneficiran
znate,znati
smanjuje,smanjivati
kontroliraju,kontrolirati
posto,posto
li,li
je,biti
aero,aero
je,biti
vijest,vijest
ih,oni
sposobnostima,sposobnost
do,do
glazbeno,glazben
glasnogovornik,glasnogovornik
kazao,kazati
danila,danilo
što,što
konca,konac
noć,noć
godine,godina
češće,često
u,u
ludim,lud
sa,sa
s,sa
sve,sav
ono,on
im,oni
kriterij,kriterij
državnoj,državni
više,mnogo
nema,nemati
rastužilo,rastužiti
za,za
i,i
prihvatljiva,prihvatljiv
ostali,ostali
držao,držati
bila,biti
prostor,prostor
su,biti
nezakonito,nezakonit
transrodne,transrodni
ministar,ministar
niti,niti
kod,kod
su,biti
španjolsku,španjolska
resursi,resurs
ulaganja,ulaganje
a,a
zvjezdana,zvjezdana
vrlo,vrlo
početak,početak
krive,kriv
da,da
tek,tek
da,da
potpredsjednik,potpredsjednik
prodajmo,prodati
slađe,slatko
pogrešna,pogrešan
knjigu,knjiga
kreću,kretati
vrijeme,vrijeme
samog,sam
sustavu,sustav
neće,htjeti
povjerenju,povjerenje
tribina,tribina
predmet,predmet
osjetiš,osjetiti
je,biti
gljivica,gljivica
zuba,zub
zaključak,zaključak
100,100
ljudi,čovjek
u,u
zauzeo,zauzeti
koji,koji
na,na
sa,sa
i,i
direktor,direktor
treba,trebati
osnovnih,osnovan
progresijom,progresija
mladim,mlad
širinu,širina
skočio,skočiti
unutarnjih,unutarnji
unutar,unutar
banci,banka
luković,luković
ulaganja,ulaganje
direktno,direktno
učenička,učenički
kava,kava
srednja,srednji
koji,koji
tjedna,tjedan
je,biti
srbiji,srbija
poboljšanju,poboljšanje
sam,biti
izjava,izjava
fali,faliti
državnih,državni
zemlje,zemlja
u,u
ne,ne
šansu,šansa
dobiti,dobit
ili,ili
da,da
i,i
prostor,prostor
olakšano,olakšati
utemeljitelj,utemeljitelj
a,a
pešić,pešić
na,na
hrvatskim,hrvatski
kralja,kralj
sjećam,sjećati
predsjedatelja,predsjedatelj
veće,velik
nacrta,nacrt
kada,kada
u,u
novog,nov
programe,program
kojem,koji
za,za
kako,kako
i,i
izmjenama,izmjena
sfora,sfor
ne,ne
se,sebe
dvoje,dvoje
s,s
je,biti
drugačiji,drugačiji
vangjeli,vangjeli
će,htjeti
članovima,član
se,sebe
malim,mali
kraj,kraj
se,sebe
no,no
govoriš,govoriti
bolje,dobro
140,140
od,od
hrvatsku,hrvatska
sam,biti
prema,prema
mi,ja
updatei,update
11,11
na,na
više,mnogo
optužnice,optužnica
granica,granica
je,biti
organizacije,organizacija
nisam,biti
ipak,ipak
što,što
koji,koji
sindak,sindak
ulazu,ulaz
vinko,vinko
u,u
6,6
vrlo,vrlo
s,sa
iz,iz
raka,rak
majčinim,majčin
neće,htjeti
svi,sav
sindikate,sindikat
postoje,postojati
na,na
od,od
stvari,stvar
je,biti
je,biti
godina,godina
nas,mi
pomoći,pomoći
to,taj
ako,ako
sl,sl
razgovarala,razgovarati
nastaviti,nastaviti
da,da
od,od
toliko,toliko
na,na
svijetu,svijet
tretmana,tretman
ponudi,ponuda
tu,tu
su,biti
kišni,kišan
ti,ti
opterećenja,opterećenje
mjeseci,mjesec
plaćati,plaćati
da,da
umro,umrijeti
postigli,postići
redu,red
mladenovu,mladenov
maksimum,maksimum
na,na
je,biti
bi,biti
kontakt,kontakt
tehničku,tehnički
vidim,vidjeti
najgore,zlo
djelomično,djelomično
žena,žena
da,da
no,no
žilavih,žilav
nekih,neki
rado,rado
podružnica,podružnica
iz,iz
ovom,ovaj
sada,sada
sam,biti
nezavisnim,nezavisan
cijena,cijena
travnja,travanj
je,biti
mi,ja
uvoz,uvoz
uspio,uspjeti
sastaviti,sastaviti
turizam,turizam
bore,boriti
je,biti
erdogana,erdogan
njezinoj,njezin
miša,miš
na,na
djecom,dijete
mi,ja
koja,koji
hrvatska,hrvatska
brinuli,brinuti
tim,taj
zapamtite,zapamtiti
200,200
ozljede,ozljeda
u,u
i,i
ima,imati
financirati,financirati
stojiš,stajati
hondinu,hondin
znamo,znati
života,život
trenutka,trenutak
i,i
samo,samo
i,i
prodano,prodati
dobre,dobar
u,u
neki,neki
sada,sada
i,i
napušta,napuštati
boljim,dobar
klasi,klasa
samom,sam
50,50
mu,on
mi,ja
epizoda,epizoda
petkov,petkov
nema,nemati
je,biti
manastir,manastir
kapitala,kapital
srušio,srušiti
da,da
utega,uteg
uslijedila,uslijediti
o,o
će,htjeti
stabilnost,stabilnost
vrste,vrsta
jesu,biti
nakupila,nakupiti
o,o
pokaže,pokazati
ne,ne
hrvatskih,hrvatski
muslimanskog,muslimanski
do,do
pijanistom,pijanist
je,biti
se,sebe
srijedu,srijeda
mladeži,mladež
dui,dui
prinos,prinos
na,na
to,taj
nikad,nikad
neočekivanih,neočekivan
oročenja,oročenje
ta,taj
na,na
isključivo,isključivo
bi,biti
skupina,skupina
ovrhovoditelja,ovrhovoditelj
1,1
i,i
odlazak,odlazak
3,3
je,biti
galeriji,galerija
1995,1995
legalizaciju,legalizacija
događaja,događaj
lider,lider
način,način
smještaja,smještaj
nužno,nužno
te,te
poprilično,poprilično
ulaganja,ulaganje
praznici,praznik
kao,kao
u,u
biti,biti
ću,htjeti
bez,bez
5000,5000
očito,očito
ne,ne
obračunat,obračunati
da,da
još,još
mladim,mlad
press,press
je,biti
se,sebe
da,da
bio,biti
pozitivno,pozitivno
1,1
sati,sat
kojoj,koji
što,što
više,više
dobro,dobar
i,i
omogućuje,omogućivati
zbog,zbog
doći,doći
kraja,kraj
i,i
jer,jer
pet,pet
stvarno,stvarno
možete,moći
kratkim,kratak
su,biti
je,biti
sve,sav
godinom,godina
lcd,lcd
možda,možda
da,da
bilo,biti
te,ti
dok,dok
imena,ime
prestane,prestati
mogu,moći
do,do
faza,faza
priznanja,priznanje
i,i
sebe,sebe
nestvarnom,nestvaran
i,i
puno,puno
lopta,lopta
bi,biti
proširenje,proširenje
do,do
otkrit,otkriti
je,biti
anđela,anđeo
a,a
s,sa
izvući,izvući
potrošio,potrošiti
svoju,svoj
treće,treći
njihova,njihov
razinu,razina
obrada,obrada
krenula,krenuti
soli,sol
kosovo,kosovo
iphone,iphone
kukan,kukan
digg,digg
japanu,japan
našega,naš
strani,strana
bilo,biti
da,da
završava,završavati
da,da
predsjednik,predsjednik
da,da
put,put
te,taj
majka,majka
i,i
kako,kako
sa,sa
koži,koža
novi,nov
vrsta,vrsta
turistički,turistički
i,i
samo,samo
dovoljne,dovoljan
početkom,početkom
opera,opera
internetu,internet
pristojni,pristojan
su,biti
čiji,čiji
tvrdeći,tvrditi
se,sebe
objavio,objaviti
je,biti
odite,otići
i,i
prolazi,prolaziti
tijelo,tijelo
tijela,tijelo
i,i
parlamentarnih,parlamentaran
oni,oni
ovdje,ovdje
slučaju,slučaj
kako,kako
prošlosti,prošlost
bojim,bojati
i,i
godine,godina
malog,mali
se,sebe
sutra,sutra
izdano,izdati
je,biti
te,te
koji,koji
a,a
modele,model
10,10
igrače,igrač
smo,biti
mislimo,misliti
milijuna,milijun
da,da
juga,jug
siječnja,siječanj
čak,čak
i,i
pripremi,priprema
nikakvog,nikakav
ženskog,ženski
opet,opet
upiše,upisati
da,da
podružnice,podružnica
svojim,svoj
luka,luka
u,u
glavom,glava
prstom,prst
znači,značiti
sredstva,sredstvo
koji,koji
aktivista,aktivist
neočekivano,neočekivano
program,program
mogu,moći
su,biti
parkirališta,parkiralište
u,u
ljepotice,ljepotica
napori,napor
je,biti
nije,biti
djece,djeca
2003,2003
brojne,brojan
one,oni
na,na
stvar,stvar
bih,biti
virtuoza,virtuoz
najjačih,jak
vodene,voden
inspiraciju,inspiracija
tvrtkama,tvrtka
imaju,imati
roditeljstvo,roditeljstvo
tako,tako
prvu,prvi
što,što
proizvodnje,proizvodnja
svoje,svoj
ivanjeka,ivanjek
i,i
priče,priča
ostalih,ostali
na,na
pumpa,pumpati
broja,broj
posto,posto
kao,kao
u,u
dečko,dečko
i,i
je,biti
druge,drugi
ona,on
objave,objava
vjetropark,vjetropark
natječaju,natječaj
čine,činiti
sigurno,sigurno
php,php
u,u
za,za
i,i
bend,bend
te,te
je,biti
spremila,spremiti
inspirira,inspirirati
je,biti
su,biti
nema,nemati
u,u
u,u
ivanov,ivanov
pjesme,pjesma
kad,kad
janoviću,janović
sada,sad
smo,biti
i,i
u,u
se,sebe
mogućnosti,mogućnost
2004,2004
momčad,momčad
su,biti
pada,pad
da,da
na,na
novog,nov
17,17
u,u
s,sa
1857,1857
koje,koji
i,i
znanja,znanje
a,a
krivnju,krivnja
čega,što
rodnom,rodan
kretanja,kretanje
mogu,moći
točno,točno
vratiti,vratiti
akcija,akcija
mora,morati
prilagodbe,prilagodba
izjasnilo,izjasniti
ružica,ružica
recepciju,recepcija
postati,postati
u,u
kompanija,kompanija
hrvatske,hrvatska
već,već
moćno,moćno
vidjet,vidjeti
nam,mi
situacije,situacija
i,i
desna,desni
demokratska,demokratski
skupini,skupina
crne,crn
hvatati,hvatati
ispod,ispod
nije,biti
sama,sam
njegovi,njegov
osijeku,osijek
makedoniji,makedonija
glup,glup
jedne,jedan
s,sa
dva,dva
i,i
kako,kako
za,za
je,biti
i,i
napravio,napraviti
italije,italija
uspješno,uspješno
ranije,rano
grafika,grafika
neovisnosti,neovisnost
u,u
socijalni,socijalan
dogovore,dogovoriti
krećemo,kretati
očekivala,očekivati
ivica,ivica
savršen,savršen
sranje,sranje
mi,mi
mehanizama,mehanizam
sektora,sektor
ona,on
njene,njen
dom,dom
u,u
nokia,nokia
ovdje,ovdje
ponosno,ponosno
pojačanja,pojačanje
vladom,vlada
nisam,biti
priznati,priznati
malo,malo
bi,biti
partnerici,partnerica
je,biti
na,na
je,biti
članka,članak
parazita,parazit
odlika,odlika
što,što
moramo,morati
su,biti
li,li
b,b
lako,lako
rekle,reći
ili,ili
koji,koji
doista,doista
za,za
koje,koji
muzej,muzej
ciljajući,ciljati
nema,nemati
puževa,puž
hercegovina,hercegovina
tonovima,ton
koristi,koristiti
topli,topao
jutro,jutro
nema,nemati
vjetrenjače,vjetrenjača
na,na
se,sebe
prirodnim,prirodan
facebook,facebook
tko,tko
izborima,izbor
humanitarne,humanitaran
glasačima,glasač
godina,godina
budući,budući
a,a
posto,posto
možda,možda
neki,neki
našeg,naš
nemamo,nemati
ključnu,ključan
i,i
najbolje,dobro
prijetnja,prijetnja
pokrajcu,pokrajc
kasnije,kasno
koja,koji
dakle,dakle
teži,težiti
zanimljive,zanimljiv
ni,ni
procesima,proces
i,i
u,u
s,sa
zahtjevan,zahtjevan
zdravih,zdrav
dok,dok
svjetla,svjetlo
matičnom,matičan
vlašić,vlašić
se,sebe
izdvojen,izdvojiti
pozitivne,pozitivan
djeteta,dijete
1600,1600
u,u
sljedeći,sljedeći
nekih,neki
verziju,verzija
hoće,htjeti
ima,imati
maiden,maiden
su,biti
malo,malo
hrvatska,hrvatska
liječnici,liječnik
a,a
tijela,tijelo
govornik,govornik
rimljani,rimljanin
mogao,moći
firea,fire
izvrsno,izvrsno
borim,boriti
je,biti
druge,drugi
od,od
posla,posao
zagrebu,zagreb
barrosa,barroso
čitanje,čitanje
medija,medij
reći,reći
je,biti
jači,jak
nastupila,nastupiti
poveli,povesti
istina,istina
92,92
živi,živjeti
sad,sad
zapovjednici,zapovjednik
je,biti
godinu,godina
se,sebe
selekcija,selekcija
što,što
veliki,velik
u,u
i,i
šezdesetu,šezdeseti
vezi,veza
bugarski,bugarski
krizu,kriza
3,3
stoljeća,stoljeće
uho,uho
što,što
desetak,desetak
ostali,ostati
se,sebe
se,sebe
državljana,državljanin
pratiti,pratiti
kluba,klub
odgovara,odgovarati
portal,portal
i,i
koje,koji
dođe,doći
i,i
nije,biti
vatrene,vatren
status,status
na,na
ćete,htjeti
samo,samo
nastavne,nastavni
stranu,strana
5,5
su,biti
očito,očito
novom,nov
istovremeno,istovremeno
izazivaju,izazivati
samo,samo
tanak,tanak
prvotno,prvotno
da,da
području,područje
godina,godina
u,u
se,sebe
zvalo,zvati
koji,koji
u,u
kako,kako
pisati,pisati
normalniji,normalan
global,global
poslovnim,poslovan
u,u
igračem,igrač
dana,dan
privatnosti,privatnost
i,i
ovoj,ovaj
braniti,braniti
do,do
klijenata,klijent
o,o
napravili,napraviti
povećali,povećati
u,u
svojim,svoj
raste,rasti
intimnost,intimnost
upravo,upravo
moramo,morati
pripremaju,pripremati
zla,zlo
se,sebe
što,što
su,biti
kao,kao
u,u
s,sa
je,biti
održan,održati
jupitera,jupiter
koji,koji
suspenzija,suspenzija
članova,član
stvarnom,stvaran
neizvjesna,neizvjestan
bloka,blok
na,na
od,od
se,sebe
kako,kako
a,a
otežane,otežati
otkačena,otkačen
što,što
posao,posao
treći,treći
jedino,jedino
i,i
na,na
da,da
upalnih,upalni
za,za
naređenja,naređenje
je,biti
niti,niti
priviđaju,priviđati
zadnji,zadnji
u,u
povećane,povećati
rukom,ruka
hrvatski,hrvatski
kondiciju,kondicija
čine,činiti
joj,on
posto,posto
servera,server
inozemstvom,inozemstvo
ugledao,ugledati
uživati,uživati
poziv,poziv
etruskologa,etruskolog
program,program
gospodarstva,gospodarstvo
rekavši,reći
pristojan,pristojan
da,da
pravosuđe,pravosuđe
how,how
na,na
eminem,eminem
da,da
je,biti
su,biti
je,biti
još,još
ta,taj
obzira,obzir
u,u
godišnjoj,godišnji
zvukove,zvuk
tipa,tip
komunalni,komunalan
uvoza,uvoz
jadranka,jadranka
vladom,vlada
utorka,utorak
publike,publika
je,biti
kojima,koji
ćemo,htjeti
pogrešnoj,pogrešan
kao,kao
karneval,karneval
obradu,obrada
strahove,strah
od,od
zemlju,zemlja
ali,ali
na,na
zavoda,zavod
moji,moj
topline,toplina
glazbu,glazba
hrane,hrana
podatke,podatak
nakon,nakon
a,a
teme,tema
doći,doći
više,mnogo
javne,javan
bilo,biti
u,u
mora,morati
slatina,slatina
nas,mi
ćemo,htjeti
ja,ja
u,u
humanitas,humanitas
ili,ili
postoji,postojati
beograd,beograd
od,od
počela,početi
ljubavi,ljubav
gitarističkih,gitaristički
bazirane,bazirati
bio,biti
škole,škola
mozgove,mozg
troškovi,trošak
primjerice,primjerice
apsolutni,apsolutan
u,u
to,taj
01,01
ljudi,čovjek
u,u
u,u
nakon,nakon
kreten,kreten
za,za
znakova,znak
rukom,ruka
putnika,putnik
su,biti
nerazumni,nerazuman
okoliš,okoliš
na,na
nije,biti
prethodnika,prethodnik
uvršten,uvrstiti
te,te
posebice,posebice
odgovaramo,odgovarati
ostao,ostati
izvoza,izvoz
i,i
izazovima,izazov
nevladinog,nevladin
terapiju,terapija
onda,onda
objašnjavate,objašnjavati
tayyip,tayyip
rade,raditi
nakon,nakon
isključivo,isključivo
vidjeti,vidjeti
poslije,poslije
će,htjeti
parket,parket
večeri,večer
tvoji,tvoj
poručio,poručiti
i,i
bio,biti
iste,isti
toga,taj
bankarstva,bankarstvo
ali,ali
turaka,turčin
no,no
iznenađujuće,iznenađujući
6,6
kutije,kutija
se,sebe
ipak,ipak
nikica,nikica
profil,profil
očito,očito
uvijek,uvijek
jedan,jedan
posljednjeg,posljednji
dovoljno,dovoljan
drago,drago
festival,festival
da,da
odjeće,odjeća
kao,kao
nakon,nakon
aktivnosti,aktivnost
iznositi,iznositi
su,biti
black,black
sretan,sretan
zadovoljstvo,zadovoljstvo
grčkog,grčki
nekoliko,nekoliko
nekako,nekako
što,što
nas,mi
politike,politika
da,da
potrebno,potreban
šef,šef
izdvajaju,izdvajati
bih,bih
su,biti
su,biti
demokrata,demokrat
vijeću,vijeće
eura,euro
zašto,zašto
ono,onaj
lica,lice
sanjati,sanjati
platformom,platforma
pojedinaca,pojedinac
hrvatski,hrvatski
mi,ja
ako,ako
i,i
društvene,društven
da,da
od,od
strane,stran
banke,banka
rekao,reći
konsenzus,konsenzus
si,sebe
ni,ni
i,i
fond,fond
i,i
tiče,ticati
potaknuti,potaknuti
postavljen,postaviti
a,a
dostupan,dostupan
se,sebe
na,na
političkom,politički
majica,majica
priroda,priroda
identifikatoru,identifikator
from,from
ok,ok
koji,koji
vlasti,vlast
dalje,daleko
hrvatski,hrvatski
sretno,sretno
se,sebe
mogao,moći
si,biti
za,za
uživo,uživo
strogo,strogo
simpatičan,simpatičan
te,te
to,taj
tako,tako
kako,kako
a,a
bugarskoj,bugarska
hoće,htjeti
da,da
na,na
za,za
se,sebe
taj,taj
na,na
nadzirao,nadzirati
se,sebe
ili,ili
u,u
ne,ne
i,i
16,16
je,biti
pitanja,pitanje
mobilnih,mobilan
trinaest,trinaest
vrijedan,vrijedan
je,biti
su,biti
violončelo,violončelo
kognitivnim,kognitivan
sa,sa
hrvatskim,hrvatski
stupiti,stupiti
staze,staza
njezino,njezin
da,da
uzeti,uzeti
pokazati,pokazati
dizao,dizati
za,za
to,taj
manje,malo
su,biti
elementa,element
prije,prije
hrvatice,hrvatica
mikrofon,mikrofon
ga,on
straha,strah
postao,postati
prvoga,prvi
koje,koji
onako,onako
to,taj
svibanjskog,svibanjski
xvii,xvii
i,i
s,sa
iz,iz
streaming,streaming
sa,sa
dobiti,dobiti
nam,mi
dogodilo,dogoditi
su,biti
stilu,stil
rekla,reći
i,i
u,u
posto,posto
pitanja,pitanje
investicijskim,investicijski
lađe,lađa
serije,serija
generalno,generalno
njih,oni
potpuno,potpuno
naše,naš
u,u
je,biti
jednim,jedan
jer,jer
načelnik,načelnik
iz,iz
slova,slovo
također,također
u,u
s,sa
naučena,naučiti
sebe,sebe
onih,onaj
vahid,vahid
vjeri,vjera
navodno,navodno
ona,on
o,o
ali,ali
snalazi,snalaziti
kod,kod
vuna,vuna
ploču,ploča
automobil,automobil
ogovarani,ogovarati
biti,biti
definiranom,definiran
ugledao,ugledati
grabi,grabiti
studij,studij
eu,eu
na,na
godine,godina
prestižnu,prestižan
smo,biti
v,v
nije,biti
vama,vi
prijete,prijetiti
bit,biti
sina,sin
trgovini,trgovina
ili,ili
uporište,uporište
na,na
ili,ili
stabilizaciji,stabilizacija
to,taj
i,i
bine,bin
u,u
svijet,svijet
koraku,korak
o,o
riješen,riješiti
biti,biti
hss,hss
naučiti,naučiti
to,taj
svi,sav
potpuno,potpuno
misiju,misija
tekst,tekst
znao,znati
da,da
5,5
me,ja
poučavati,poučavati
obvezatan,obvezatan
i,i
za,za
u,u
službeno,službeno
na,na
u,u
snagu,snaga
da,da
tirani,tirana
je,biti
komentari,komentar
u,u
informativnih,informativan
hidroelektrana,hidroelektrana
isto,isto
traje,trajati
se,sebe
mm,mm
znanstvenici,znanstvenik
11,11
da,da
radara,radar
djelo,djelo
u,u
ivana,ivan
utvrđeno,utvrditi
oštra,oštar
demokratskoj,demokratski
trillenium,trillenium
karici,karika
koji,koji
smatra,smatrati
u,u
komšić,komšić
neki,neki
greške,greška
u,u
druge,drugi
ću,htjeti
da,da
sam,biti
namijenjeno,namijeniti
misliš,misliti
the,the
život,život
100,100
jedan,jedan
da,da
želji,želja
no,no
uvesti,uvesti
postati,postati
sanader,sanader
pobjedniku,pobjednik
uspjeha,uspjeh
nakon,nakon
i,i
koji,koji
u,u
pravnu,pravni
dodatnih,dodatan
tamo,tamo
svi,sav
se,sebe
prostor,prostor
marke,marka
pokazali,pokazati
gozbu,gozba
u,u
stup,stup
od,od
postaviti,postaviti
učenjem,učenje
okruglim,okrugao
glennom,glenn
stvarnim,stvaran
lijevu,lijevi
koji,koji
uzevši,uzeti
gb,gb
veliku,velik
pokrivenosti,pokrivenost
novo,nov
klijente,klijent
domagoj,domagoj
savjeta,savjet
je,biti
na,na
kruži,kružiti
imunologije,imunologija
dolazi,dolaziti
svirajući,svirati
u,u
koji,koji
i,i
konstrukciju,konstrukcija
sigurnosti,sigurnost
svijesti,svijest
oči,oko
nije,biti
borila,boriti
njihove,njihov
2007,2007
i,i
kako,kako
života,život
anegdotu,anegdota
kanal,kanal
je,biti
priču,priča
dan,dan
školskih,školski
u,u
čast,čast
2008,2008
nje,on
biti,biti
kad,kad
moram,morati
zapadnim,zapadni
da,da
razdoblje,razdoblje
